,,,,,,,
Código,Classificação,Grupo,Valor,% Partic,% Lucro,%% Vendas,Núm. Clientes
,,,,,,,Atendidos
30575,3.31.179.007.004,                      Envelope,"0,00","0,00","0,00","0,00",0
30576,3.31.179.007.005,                      Estojos Kit Escolar,"598,67","28,73","33,08","0,00",21
30577,3.31.179.007.006,                      Lancheiras,"0,00","0,00","0,00","0,00",0
30578,3.31.179.007.007,                      Lousa Quadro Branco,"61,00","2,93","29,30","0,00",3
30579,3.31.179.007.008,                      Mochilas,"1.281,27","61,48","30,26","0,00",14
30580,3.31.179.007.009,                      Pintura E Modelar,"109,49","5,25","26,13","0,00",12
30581,3.31.179.008,                Papeis,"6.722,12","21,01","25,02","0,02",0
30582,3.31.179.008.001,                      Almaco,"0,00","0,00","0,00","0,00",0
30583,3.31.179.008.002,                      Cartolina,"0,00","0,00","0,00","0,00",0
30584,3.31.179.008.003,                      Celofane,"544,23","8,10","34,61","0,00",33
30585,3.31.179.008.004,                      Crepon,"0,00","0,00","0,00","0,00",0
30586,3.31.179.008.005,                      Eva,"443,35","6,60","31,95","0,00",56
30587,3.31.179.008.006,                      Outros Papeis,"5.734,54","85,31","23,58","0,02",284
30588,3.31.179.008.007,                      Seda,"0,00","0,00","0,00","0,00",0
30589,3.31.179.008.008,                      Sulfite,"0,00","0,00","0,00","0,00",0
30590,3.31.180,          Praia E Piscina,"4.706,78","0,38","27,37","0,01",0
30591,3.31.180.001,                Piscina,"43,00","0,91","29,54","0,00",0
30592,3.31.180.001.001,                      Boias E Flutuadores,"31,50","73,26","28,86","8,16",2
30593,3.31.180.001.002,                      Materiais De Limpeza Para Piscina,"0,00","0,00","0,00","0,00",0
30594,3.31.180.001.003,                      Oculos,"11,50","26,74","31,39","2,98",1
30595,3.31.180.001.004,                      Piscina De Armacao,"0,00","0,00","0,00","0,00",0
30596,3.31.180.001.005,                      Piscina Inflavel,"0,00","0,00","0,00","0,00",0
30597,3.31.180.002,                Praia,"1.803,22","38,31","25,52","0,01",0
30598,3.31.180.002.001,                      Cadeira De Praia,"1.565,26","86,80","24,83","0,00",15
30599,3.31.180.002.002,                      Esteira De Praia,"0,00","0,00","0,00","0,00",0
30600,3.31.180.002.003,                      Garrafa Copo Cantil,"0,00","0,00","0,00","0,00",0
30601,3.31.180.002.004,                      Guarda Sol,"237,96","13,20","30,06","0,00",4
30602,3.31.180.002.005,                      Pranchas,"0,00","0,00","0,00","0,00",0
30603,3.31.180.003,                Termico,"2.860,56","60,78","28,49","0,01",0
30604,3.31.180.003.001,                      Bolsas Termicas,"0,00","0,00","0,00","0,00",0
30605,3.31.180.003.002,                      Caixas Termicas,"2.860,56","100,00","28,49","0,01",31
30606,3.31.180.003.003,                      Isopor,"0,00","0,00","0,00","0,00",0
30607,3.31.181,          Pratos,"7.558,08","0,61","24,07","0,02",0
30608,3.31.181.001,                Aparelho Jantar,"0,00","0,00","0,00","0,00",0
30609,3.31.181.001.001,                      Aparelho Jantar Acrilico,"0,00","0,00","0,00","0,00",0
30610,3.31.181.001.002,                      Aparelho Jantar Ceramica,"0,00","0,00","0,00","0,00",0
30611,3.31.181.001.003,                      Aparelho Jantar Porcelana,"0,00","0,00","0,00","0,00",0
30612,3.31.181.001.004,                      Aparelho Jantar Vidro,"0,00","0,00","0,00","0,00",0
30613,3.31.181.002,                Conjunto De Pratos,"0,00","0,00","0,00","0,00",0
30614,3.31.181.002.001,                      Conjunto De Pratos - Ceramica,"0,00","0,00","0,00","0,00",0
30615,3.31.181.002.002,                      Conjunto De Pratos - Plastico,"0,00","0,00","0,00","0,00",0
30616,3.31.181.002.003,                      Conjunto De Pratos - Porcelana,"0,00","0,00","0,00","0,00",0
30617,3.31.181.002.004,                      Conjunto De Pratos - Vidro,"0,00","0,00","0,00","0,00",0
30618,3.31.181.003,                Pratos Avulsos,"7.558,08","100,00","24,07","0,02",0
30619,3.31.181.003.001,                      Prato Avulso Cumbuca,"0,00","0,00","0,00","0,00",0
30620,3.31.181.003.002,                      Prato Avulso Sousplat,"0,00","0,00","0,00","0,00",0
30621,3.31.181.003.003,                      Prato Fundo Avulso-Ceramica,"0,00","0,00","0,00","0,00",0
30622,3.31.181.003.004,                      Prato Fundo Avulso-Plastico,"0,00","0,00","0,00","0,00",0
30623,3.31.181.003.005,                      Prato Fundo Avulso-Porcelana,"0,00","0,00","0,00","0,00",0
30624,3.31.181.003.006,                      Prato Fundo Avulso-Vidro,"0,00","0,00","0,00","0,00",0
30625,3.31.181.003.007,                      Prato Raso Avulso-Ceramica,"0,00","0,00","0,00","0,00",0
30626,3.31.181.003.008,                      Prato Raso Avulso-Plastico,"251,29","3,32","31,72","0,00",24
30627,3.31.181.003.009,                      Prato Raso Avulso-Porcelana,"0,00","0,00","0,00","0,00",0
30628,3.31.181.003.010,                      Prato Raso Avulso-Vidro,"7.044,52","93,20","23,66","0,02",241
30629,3.31.181.003.011,                      Prato Sobremesa Avulso-Ceramica,"0,00","0,00","0,00","0,00",0
30630,3.31.181.003.012,                      Prato Sobremesa Avulso-Plastico,"0,00","0,00","0,00","0,00",0
30631,3.31.181.003.013,                      Prato Sobremesa Avulso-Porcelana,"262,27","3,47","27,68","0,00",1
30632,3.31.181.003.014,                      Prato Sobremesa Avulso-Vidro,"0,00","0,00","0,00","0,00",0
30633,3.31.182,          Puericultura,"9.536,91","0,77","28,36","0,03",0
30634,3.31.182.001,                Banho Infantil,"326,20","3,42","28,45","0,00",0
30635,3.31.182.001.001,                      Acessorios Para Banho Bebe,"0,00","0,00","0,00","0,00",0
30636,3.31.182.001.002,                      Banheira Bebe,"149,10","45,71","31,45","0,00",3
30637,3.31.182.001.003,                      Roupao Bebe,"0,00","0,00","0,00","0,00",0
30638,3.31.182.001.004,                      Toalha Bebe,"177,10","54,29","25,92","0,00",12
30639,3.31.182.002,                Brinquedos Infantis,"115,60","1,21","25,69","0,00",0
30640,3.31.182.002.001,                      Brinquedos Diversos Bebe,"0,00","0,00","0,00","0,00",0
30641,3.31.182.002.002,                      Chocalhos Bebe,"115,60","100,00","25,69","0,00",4
30642,3.31.182.002.003,                      Mobile De Berco e Carrinho Bebe,"0,00","0,00","0,00","0,00",0
30643,3.31.182.003,                Cama Bebe,"1.518,38","15,92","25,53","0,00",0
30644,3.31.182.003.001,                      Acessorios Para Berco Bebe,"0,00","0,00","0,00","0,00",0
30645,3.31.182.003.002,                      Edredon Cobertor e Manta Bebe,"1.354,30","89,19","25,13","0,00",53
30646,3.31.182.003.003,                      Lencol e Fronha Bebe,"164,08","10,81","28,85","0,00",4
30647,3.31.182.003.004,                      Travesseiro Infantil,"0,00","0,00","0,00","0,00",0
30648,3.31.182.004,                Chupeta E Mordedor,"3.530,42","37,02","30,14","0,01",0
30649,3.31.182.004.001,                      Acessorios De Chupetas,"90,30","2,56","32,89","0,00",6
30650,3.31.182.004.002,                      Chupetas,"3.266,08","92,51","30,15","0,01",184
30651,3.31.182.004.003,                      Mordedores Bebe,"174,04","4,93","28,58","0,00",9
30652,3.31.182.005,                Cueca Calcinha Infantil,"199,20","2,09","31,15","0,00",0
30653,3.31.182.005.001,                      Calcinha Infantil,"0,00","0,00","0,00","0,00",0
30654,3.31.182.005.002,                      Cueca Infantil,"199,20","100,00","31,15","0,00",6
30655,3.31.182.005.003,                      Kit Calcinha Infantil,"0,00","0,00","0,00","0,00",0
30656,3.31.182.005.004,                      Kit Cueca Infantil,"0,00","0,00","0,00","0,00",0
30657,3.31.182.006,                Mamadeiras E Bicos,"3.810,51","39,96","27,73","0,01",0
30658,3.31.182.006.001,                      Bicos Bebe,"932,25","24,46","29,24","0,00",60
30659,3.31.182.006.002,                      Copo Infantil,"406,50","10,67","27,54","0,00",8
30660,3.31.182.006.003,                      Mamadeiras,"2.471,76","64,87","27,19","0,01",81
30661,3.31.182.006.004,                      Massageador Infantil,"0,00","0,00","0,00","0,00",0
30662,3.31.182.006.005,                      Protetor Para Seios,"0,00","0,00","0,00","0,00",0
30663,3.31.182.007,                Mesa,"36,60","0,38","33,63","9,49",0
30664,3.31.182.007.001,                      Babador Bebe,"36,60","100,00","33,63","9,49",1
30665,3.31.182.007.002,                      Cadeirinha Infantil,"0,00","0,00","0,00","0,00",0
30666,3.31.182.007.003,                      Mesa Infantil,"0,00","0,00","0,00","0,00",0
30667,3.31.182.007.004,                      Utensilios Lanche,"0,00","0,00","0,00","0,00",0
30668,3.31.182.008,                Saude E Seguranca,"0,00","0,00","0,00","0,00",0
30669,3.31.182.008.001,                      Aspirador Nasal,"0,00","0,00","0,00","0,00",0
30670,3.31.182.008.002,                      Berço,"0,00","0,00","0,00","0,00",0
30671,3.31.182.008.003,                      Carrinho,"0,00","0,00","0,00","0,00",0
30672,3.31.182.008.004,                      Penicos,"0,00","0,00","0,00","0,00",0
30673,3.31.182.008.005,                      Protetores,"0,00","0,00","0,00","0,00",0
30674,3.31.183,          Talheres,"15.353,47","1,24","28,83","0,04",0
30675,3.31.183.001,                Faqueiros,"1.785,42","11,63","25,61","0,01",0
30676,3.31.183.001.001,                      Faqueiros Basicos-Acima De 43 Pecas,"0,00","0,00","0,00","0,00",0
30677,3.31.183.001.002,                      Faqueiros Basicos-Ate 24 Pecas,"1.031,42","57,77","23,96","0,00",16
30678,3.31.183.001.003,                      Faqueiros Basicos-De 25 A 42 Pecas,"121,20","6,79","28,52","0,00",1
30679,3.31.183.001.004,                      Faqueiros Diferenciados,"632,80","35,44","27,74","0,00",10
30680,3.31.183.002,                Jogo De Talheres,"903,24","5,88","30,93","0,00",0
30681,3.31.183.002.001,                      Jogo De Talheres Acima De 24 Pecas,"0,00","0,00","0,00","0,00",0
30682,3.31.183.002.002,                      Jogo De Talheres Ate 12 Pecas,"269,24","29,81","30,69","0,00",11
30683,3.31.183.002.003,                      Jogo De Talheres Ate 24 Pecas,"634,00","70,19","31,03","0,00",6
30684,3.31.183.003,                Talheres Avulsos,"12.664,81","82,49","29,13","0,03",0
30685,3.31.183.003.001,                      Afiador,"214,30","1,69","26,71","0,00",13
30686,3.31.183.003.002,                      Cepo,"0,00","0,00","0,00","0,00",0
30687,3.31.183.003.003,                      Colher,"3.018,90","23,84","29,32","0,01",294
30688,3.31.183.003.004,                      Colher De Servir,"317,47","2,51","31,01","0,00",40
30689,3.31.183.003.005,                      Concha,"789,92","6,24","27,79","0,00",46
30690,3.31.183.003.006,                      Escumadeira,"804,55","6,35","30,45","0,00",42
30691,3.31.183.003.007,                      Espatulas,"559,37","4,42","29,36","0,00",35
30692,3.31.183.003.008,                      Faca,"3.750,53","29,61","28,32","0,01",259
30693,3.31.183.003.009,                      Garfo,"2.322,63","18,34","30,69","0,01",196
30694,3.31.183.003.010,                      Pa Para Bolo,"0,00","0,00","0,00","0,00",0
30695,3.31.183.003.011,                      Pegadores,"887,14","7,00","27,57","0,00",57
30696,3.31.184,          Telefonia,"16.810,23","1,36","27,98","0,04",0
30697,3.31.184.001,                Acessorios Telefonia,"1.023,23","6,09","55,43","0,00",0
30698,3.31.184.001.001,                      Cabos E Carregadores,"515,53","50,38","76,95","0,00",25
30699,3.31.184.001.002,                      Fones De Ouvido,"19,90","1,94","75,68","5,16",1
30700,3.31.184.001.003,                      Suportes,"487,80","47,67","31,87","0,00",22
30701,3.31.184.002,                Telefones,"15.787,00","93,91","26,20","0,04",0
30702,3.31.184.002.001,                      Celulares,"15.787,00","100,00","26,20","0,04",14
30703,3.31.184.002.002,                      Chips E Modens,"0,00","0,00","0,00","0,00",0
30704,3.31.184.002.003,                      Telefone Fixo,"0,00","0,00","0,00","0,00",0
30705,3.31.185,          Textil,"92.890,07","7,53","26,22","0,24",0
30706,3.31.185.001,                Acessorios,"5.148,24","5,54","29,13","0,01",0
30707,3.31.185.001.001,                      Bone,"5.014,34","97,40","29,04","0,01",127
30708,3.31.185.001.002,                      Chapeu,"0,00","0,00","0,00","0,00",0
30709,3.31.185.001.003,                      Lenço,"0,00","0,00","0,00","0,00",0
30710,3.31.185.001.004,                      Luva,"0,00","0,00","0,00","0,00",0
30711,3.31.185.001.005,                      Mascara,"0,00","0,00","0,00","0,00",0
30712,3.31.185.001.006,                      Outros Acessorios,"0,00","0,00","0,00","0,00",0
30713,3.31.185.001.007,                      Toca,"133,90","2,60","32,87","0,00",4
30714,3.31.185.002,                Acessorios Femininos,"0,00","0,00","0,00","0,00",0
30715,3.31.185.002.001,                      Estojos,"0,00","0,00","0,00","0,00",0
30716,3.31.185.002.002,                      Necessaire,"0,00","0,00","0,00","0,00",0
30717,3.31.185.003,                Agasalho,"0,00","0,00","0,00","0,00",0
30718,3.31.185.003.001,                      Agasalho Feminino,"0,00","0,00","0,00","0,00",0
30719,3.31.185.003.002,                      Agasalho Infantil,"0,00","0,00","0,00","0,00",0
30720,3.31.185.003.003,                      Agasalho Masculino,"0,00","0,00","0,00","0,00",0
30721,3.31.185.004,                Banho E Piscina,"3.606,99","3,88","28,08","0,01",0
30722,3.31.185.004.001,                      Biquini,"0,00","0,00","0,00","0,00",0
30723,3.31.185.004.002,                      Maio,"0,00","0,00","0,00","0,00",0
30724,3.31.185.004.003,                      Roupao De Banho,"3.606,99","100,00","28,08","0,01",47
30725,3.31.185.004.004,                      Sunga,"0,00","0,00","0,00","0,00",0
30726,3.31.185.005,                Bermuda,"57,23","0,06","4,51","0,00",0
30727,3.31.185.005.001,                      Bermuda Feminina,"0,00","0,00","0,00","0,00",0
30728,3.31.185.005.002,                      Bermuda Infantil,"0,00","0,00","0,00","0,00",0
30729,3.31.185.005.003,                      Bermuda Masculina,"57,23","100,00","4,51","0,00",1
30730,3.31.185.006,                Bijuteria,"2.322,10","2,50","28,21","0,01",0
30731,3.31.185.006.001,                      Anel,"0,00","0,00","0,00","0,00",0
30732,3.31.185.006.002,                      Brinco E Piercing,"614,60","26,47","35,74","0,00",42
30733,3.31.185.006.003,                      Chaveiro,"0,00","0,00","0,00","0,00",0
30734,3.31.185.006.004,                      Correntes Gargantilhas E Colar,"517,62","22,29","33,88","0,00",23
30735,3.31.185.006.005,                      Oculos,"438,90","18,90","31,87","0,00",14
30736,3.31.185.006.006,                      Pulseira,"407,73","17,56","30,02","0,00",16
30737,3.31.185.006.007,                      Relogio,"343,25","14,78","-0,66","0,00",9
30738,3.31.185.007,                Blazer,"0,00","0,00","0,00","0,00",0
30739,3.31.185.007.001,                      Blazer Feminina,"0,00","0,00","0,00","0,00",0
30740,3.31.185.007.002,                      Blazer Infantil,"0,00","0,00","0,00","0,00",0
30741,3.31.185.007.003,                      Blazer Masculina,"0,00","0,00","0,00","0,00",0
30742,3.31.185.008,                Blusa,"2.607,96","2,81","17,16","0,01",0
30743,3.31.185.008.001,                      Blusa Feminina,"2.607,96","100,00","17,16","0,01",30
30744,3.31.185.008.002,                      Blusa Infantil,"0,00","0,00","0,00","0,00",0
30745,3.31.185.009,                Bolsas E Malas,"651,08","0,70","8,61","0,00",0
30746,3.31.185.009.001,                      Acessorio Para Bolsa E Mala,"0,00","0,00","0,00","0,00",0
30747,3.31.185.009.002,                      Bolsa De Praia,"0,00","0,00","0,00","0,00",0
30748,3.31.185.009.003,                      Bolsa Feminina,"419,51","64,43","11,56","0,00",7
30749,3.31.185.009.004,                      Bolsa Infantil,"0,00","0,00","0,00","0,00",0
30750,3.31.185.009.005,                      Bolsa Masculina,"0,00","0,00","0,00","0,00",0
30751,3.31.185.009.006,                      Mala De Viagem,"231,57","35,57","3,27","0,00",1
30752,3.31.185.010,                Cadarcos E Palmilhas,"0,00","0,00","0,00","0,00",0
30753,3.31.185.010.001,                      Cadarcos,"0,00","0,00","0,00","0,00",0
30754,3.31.185.010.002,                      Palmilhas,"0,00","0,00","0,00","0,00",0
30755,3.31.185.011,                Calça,"646,80","0,70","22,62","0,00",0
30756,3.31.185.011.001,                      Calça Feminina,"382,50","59,14","22,73","0,00",10
30757,3.31.185.011.002,                      Calça Infantil,"0,00","0,00","0,00","0,00",0
30758,3.31.185.011.003,                      Calça Maculina,"264,30","40,86","22,46","0,00",2
30759,3.31.185.012,                Calça Jeans,"0,00","0,00","0,00","0,00",0
30760,3.31.185.012.001,                      Jens Feminino,"0,00","0,00","0,00","0,00",0
30761,3.31.185.012.002,                      Jens Infantil,"0,00","0,00","0,00","0,00",0
30762,3.31.185.012.003,                      Jens Masculino,"0,00","0,00","0,00","0,00",0
30763,3.31.185.013,                Calçados,"64.405,03","69,34","27,01","0,17",0
30764,3.31.185.013.001,                      Calcado,"0,00","0,00","0,00","0,00",0
30765,3.31.185.013.002,                      Chinelo Feminino,"22.183,44","34,44","26,63","0,06",601
30766,3.31.185.013.003,                      Chinelo Infantil,"3.308,29","5,14","25,61","0,01",105
30767,3.31.185.013.004,                      Chinelo Masculino,"38.913,30","60,42","27,35","0,10",904
30768,3.31.185.013.005,                      Chinelo Unissex,"0,00","0,00","0,00","0,00",0
30769,3.31.185.014,                Calcinha Feminina,"11,90","0,01","31,60","3,08",0
30770,3.31.185.014.001,                      Calcinha Biquini,"0,00","0,00","0,00","0,00",0
30771,3.31.185.014.002,                      Calcinha Calecon,"0,00","0,00","0,00","0,00",0
30772,3.31.185.014.003,                      Calcinha Cavada,"0,00","0,00","0,00","0,00",0
30773,3.31.185.014.004,                      Calcinha Classica,"11,90","100,00","31,60","3,08",1
30774,3.31.185.014.005,                      Calcinha Tanga,"0,00","0,00","0,00","0,00",0
30775,3.31.185.014.006,                      Cinta Basica,"0,00","0,00","0,00","0,00",0
30776,3.31.185.015,                Camisa,"76,93","0,08","20,06","0,00",0
30777,3.31.185.015.001,                      Camisa Feminina,"76,93","100,00","20,06","0,00",1
30778,3.31.185.015.002,                      Camisa Infantil,"0,00","0,00","0,00","0,00",0
30779,3.31.185.015.003,                      Camisa Masculina,"0,00","0,00","0,00","0,00",0
30780,3.31.185.016,                Camiseta,"2.360,13","2,54","15,26","0,01",0
30781,3.31.185.016.001,                      Camiseta Feminina,"0,00","0,00","0,00","0,00",0
30782,3.31.185.016.002,                      Camiseta Infantil,"58,65","2,48","14,22","0,00",3
30783,3.31.185.016.003,                      Camiseta Masculina,"534,65","22,65","13,74","0,00",8
30784,3.31.185.016.004,                      Conjunto Feminino,"69,93","2,96","-7,41","0,00",1
30785,3.31.185.016.005,                      Conjunto Infantil,"1.696,90","71,90","16,71","0,00",28
30786,3.31.185.016.006,                      Kit Camiseta,"0,00","0,00","0,00","0,00",0
30787,3.31.185.017,                Carteiras,"384,97","0,41","22,81","0,00",0
30788,3.31.185.017.001,                      Carteira Feminina,"331,17","86,02","23,94","0,00",11
30789,3.31.185.017.002,                      Carteira Masculina,"53,80","13,98","15,86","0,00",2
30790,3.31.185.018,                Casaco,"501,03","0,54","16,31","0,00",0
30791,3.31.185.018.001,                      Casaco Feminino,"501,03","100,00","16,31","0,00",4
30792,3.31.185.018.002,                      Casaco Infantil,"0,00","0,00","0,00","0,00",0
30793,3.31.185.018.003,                      Casaco Masculino,"0,00","0,00","0,00","0,00",0
30794,3.31.185.018.004,                      Conjunto Moleton Feminino,"0,00","0,00","0,00","0,00",0
30795,3.31.185.018.005,                      Conjunto Moleton Infantil,"0,00","0,00","0,00","0,00",0
30796,3.31.185.018.006,                      Conjunto Moleton Masculino,"0,00","0,00","0,00","0,00",0
30797,3.31.185.019,                Cintos,"462,74","0,50","26,19","0,00",0
30798,3.31.185.019.001,                      Cinto Feminino,"0,00","0,00","0,00","0,00",0
30799,3.31.185.019.002,                      Cinto Masculino,"462,74","100,00","26,19","0,00",13
30800,3.31.185.020,                Cropped,"0,00","0,00","0,00","0,00",0
30801,3.31.185.020.001,                      Cropped Feminina,"0,00","0,00","0,00","0,00",0
30802,3.31.185.020.002,                      Cropped Infantil,"0,00","0,00","0,00","0,00",0
30803,3.31.185.021,                Cueca Masculina,"0,00","0,00","0,00","0,00",0
30804,3.31.185.021.001,                      Cueca Boxer,"0,00","0,00","0,00","0,00",0
30805,3.31.185.021.002,                      Cueca Tradicional,"0,00","0,00","0,00","0,00",0
30806,3.31.185.021.003,                      Kit Cueca Masculino,"0,00","0,00","0,00","0,00",0
30807,3.31.185.021.004,                      Samba Cancao,"0,00","0,00","0,00","0,00",0
30808,3.31.185.022,                Guarda Chuva,"2.870,17","3,09","31,84","0,01",0
30809,3.31.185.022.001,                      Guarda Chuva Curto,"2.870,17","100,00","31,84","0,01",76
30810,3.31.185.022.002,                      Guarda Chuva Infantil,"0,00","0,00","0,00","0,00",0
30811,3.31.185.022.003,                      Guarda Chuva Longo,"0,00","0,00","0,00","0,00",0
30812,3.31.185.023,                Jaqueta,"0,00","0,00","0,00","0,00",0
30813,3.31.185.023.001,                      Jaqueta Feminina,"0,00","0,00","0,00","0,00",0
30814,3.31.185.023.002,                      Jaqueta Infantil,"0,00","0,00","0,00","0,00",0
30815,3.31.185.023.003,                      Jaqueta Masculina,"0,00","0,00","0,00","0,00",0
30816,3.31.185.024,                Macacão,"119,90","0,13","24,58","0,00",0
30817,3.31.185.024.001,                      Macacão Feminino,"119,90","100,00","24,58","0,00",1
30818,3.31.185.024.002,                      Macacão Infantil,"0,00","0,00","0,00","0,00",0
30819,3.31.185.024.003,                      Macacão Masculino,"0,00","0,00","0,00","0,00",0
30820,3.31.185.025,                Meia Feminina,"1.336,23","1,44","30,33","0,00",0
30821,3.31.185.025.001,                      Kit Meias Feminino,"1.159,34","86,76","30,45","0,00",43
30822,3.31.185.025.002,                      Meia Calca,"21,62","1,62","21,28","5,60",2
30823,3.31.185.025.003,                      Meia Casual Feminino,"8,99","0,67","28,70","2,33",1
30824,3.31.185.025.004,                      Meia Esportiva Feminino,"0,00","0,00","0,00","0,00",0
30825,3.31.185.025.005,                      Meia Soquete Feminino,"146,28","10,95","30,79","0,00",7
30826,3.31.185.026,                Meia Infantil,"218,70","0,24","31,00","0,00",0
30827,3.31.185.026.001,                      Kit Meias Infantil,"66,90","30,59","28,80","0,00",2
30828,3.31.185.026.002,                      Meia Casual Infantil,"110,10","50,34","32,36","0,00",5
30829,3.31.185.026.003,                      Meia Soquete Infantil,"41,70","19,07","30,94","0,00",4
30830,3.31.185.027,                Meia Masculina,"742,26","0,80","30,45","0,00",0
30831,3.31.185.027.001,                      Kit Meias Masculino,"140,93","18,99","30,26","0,00",7
30832,3.31.185.027.002,                      Meia Casual Masculino,"0,00","0,00","0,00","0,00",0
30833,3.31.185.027.003,                      Meia Esportiva Masculino,"0,00","0,00","0,00","0,00",0
30834,3.31.185.027.004,                      Meia Social,"0,00","0,00","0,00","0,00",0
30835,3.31.185.027.005,                      Meia Soquete Masculino,"601,33","81,01","30,50","0,00",23
30836,3.31.185.028,                Pantufas,"3.492,90","3,76","21,61","0,01",0
30837,3.31.185.028.001,                      Pantufas Femininas,"3.420,10","97,92","21,34","0,01",69
30838,3.31.185.028.002,                      Pantufas Infantis,"37,90","1,08","25,75","9,82",1
30839,3.31.185.028.003,                      Pantufas Masculinas,"34,90","1,00","43,07","9,05",1
30840,3.31.185.029,                Pijama,"0,00","0,00","0,00","0,00",0
30841,3.31.185.029.001,                      Pijama Feminina,"0,00","0,00","0,00","0,00",0
30842,3.31.185.029.002,                      Pijama Infantil,"0,00","0,00","0,00","0,00",0
30843,3.31.185.029.003,                      Pijama Masculina,"0,00","0,00","0,00","0,00",0
30844,3.31.185.030,                Regata,"0,00","0,00","0,00","0,00",0
30845,3.31.185.030.001,                      Regata Feminina,"0,00","0,00","0,00","0,00",0
30846,3.31.185.030.002,                      Regata Infantil,"0,00","0,00","0,00","0,00",0
30847,3.31.185.030.003,                      Regata Masculina,"0,00","0,00","0,00","0,00",0
30848,3.31.185.031,                Shorts,"268,05","0,29","16,71","0,00",0
30849,3.31.185.031.001,                      Shorts Feminino,"268,05","100,00","16,71","0,00",5
30850,3.31.185.031.002,                      Shorts Infantil,"0,00","0,00","0,00","0,00",0
30851,3.31.185.031.003,                      Shorts Masculino,"0,00","0,00","0,00","0,00",0
30852,3.31.185.032,                Soutien Feminino,"0,00","0,00","0,00","0,00",0
30853,3.31.185.032.001,                      Soutien Bustier,"0,00","0,00","0,00","0,00",0
30854,3.31.185.032.002,                      Soutien Com Bojo,"0,00","0,00","0,00","0,00",0
30855,3.31.185.032.003,                      Soutien Sem Bojo,"0,00","0,00","0,00","0,00",0
30856,3.31.185.032.004,                      Soutien Sustentacao,"0,00","0,00","0,00","0,00",0
30857,3.31.185.033,                Top,"0,00","0,00","0,00","0,00",0
30858,3.31.185.033.001,                      Top Feminino,"0,00","0,00","0,00","0,00",0
30859,3.31.185.033.002,                      Top Infantil,"0,00","0,00","0,00","0,00",0
30860,3.31.185.034,                Vestido E Saia,"598,73","0,64","4,02","0,00",0
30861,3.31.185.034.001,                      Saia Feminina,"0,00","0,00","0,00","0,00",0
30862,3.31.185.034.002,                      Saia Infantil,"0,00","0,00","0,00","0,00",0
30863,3.31.185.034.003,                      Vestido Feminino,"547,70","91,48","3,09","0,00",9
30864,3.31.185.034.004,                      Vestido Infantil,"51,03","8,52","14,09","0,00",1
30865,3.31.186,          Utensilios De Cozinha,"28.949,37","2,35","28,20","0,08",0
30866,3.31.186.001,                Acessorios De Cozinha,"4.217,36","14,57","30,06","0,01",0
30867,3.31.186.001.001,                      Abridores Lata,"174,60","4,14","34,88","0,00",27
30868,3.31.186.001.002,                      Acessorios Coifas,"0,00","0,00","0,00","0,00",0
30869,3.31.186.001.003,                      Acessorios De Liquidificador,"0,00","0,00","0,00","0,00",0
30870,3.31.186.001.004,                      Acessorios Microondas,"0,00","0,00","0,00","0,00",0
30871,3.31.186.001.005,                      Castical,"0,00","0,00","0,00","0,00",0
30872,3.31.186.001.006,                      Cinzeiro,"0,00","0,00","0,00","0,00",0
30873,3.31.186.001.007,                      Cobre Tudo,"0,00","0,00","0,00","0,00",0
30874,3.31.186.001.008,                      Embalagens Conserva,"89,30","2,12","33,86","0,00",7
30875,3.31.186.001.009,                      Filtro De Agua,"0,00","0,00","0,00","0,00",0
30876,3.31.186.001.010,                      Fruteira,"209,60","4,97","33,01","0,00",2
30877,3.31.186.001.011,                      Garrafao Agua E Suporte,"178,50","4,23","29,63","0,00",4
30878,3.31.186.001.012,                      Luvas Termicas,"147,45","3,50","31,82","0,00",8
30879,3.31.186.001.013,                      Organizador De Pia,"165,00","3,91","21,50","0,00",7
30880,3.31.186.001.014,                      Outros Acessorios De Cozinha,"0,00","0,00","0,00","0,00",0
30881,3.31.186.001.015,                      Peneiras Inox,"76,50","1,81","29,91","0,00",3
30882,3.31.186.001.016,                      Peneiras Plastica,"347,50","8,24","33,18","0,00",33
30883,3.31.186.001.017,                      Porta Graos,"0,00","0,00","0,00","0,00",0
30884,3.31.186.001.018,                      Porta Leite,"0,00","0,00","0,00","0,00",0
30885,3.31.186.001.019,                      Porta Ovos,"0,00","0,00","0,00","0,00",0
30886,3.31.186.001.020,                      Porta Papel Toalha,"0,00","0,00","0,00","0,00",0
30887,3.31.186.001.021,                      Porta Talher,"96,38","2,29","30,15","0,00",5
30888,3.31.186.001.022,                      Puxa Saco,"0,00","0,00","0,00","0,00",0
30889,3.31.186.001.023,                      Suporte E Descanso,"0,00","0,00","0,00","0,00",0
30890,3.31.186.001.024,                      Tabua Para Corte,"1.598,08","37,89","28,59","0,00",83
30891,3.31.186.001.025,                      Tesouras,"1.029,47","24,41","30,80","0,00",57
30892,3.31.186.001.026,                      Utensilios De Cozinha Diversos,"104,98","2,49","29,37","0,00",31
30893,3.31.186.002,                Acessorios Orientais,"0,00","0,00","0,00","0,00",0
30894,3.31.186.002.001,                      Kit Sushi,"0,00","0,00","0,00","0,00",0
30895,3.31.186.003,                Equipamentos De Cozinha,"4.765,65","16,46","28,40","0,01",0
30896,3.31.186.003.001,                      Batedores De Ovos,"601,30","12,62","30,84","0,00",38
